"id","school_id","studytour_content","create_by","create_date","update_by","update_date","remarks","del_flag"
"913d505012444c2ebbec4aa74c3b8214","c1eb1d43b7a94de49d498436640f701c","2015.7新西兰12人
","f6cfbc34972843baa12fc15389374404","2018-03-28 16:42:48","f6cfbc34972843baa12fc15389374404","2018-03-28 17:43:37",NULL,"1"
"92c3bb1a99c94787b36fe1d50d0efabe","d935e60bdf0144508077c866ead7473e","2014.7澳新37人；2015.7英国40人；2016.7新西兰40人；2017.7新西兰36人","f6cfbc34972843baa12fc15389374404","2018-03-29 16:49:15","f6cfbc34972843baa12fc15389374404","2018-03-29 16:49:15",NULL,"0"
"9a19103f169e4b5e8955b12ce11b4e2b","9ab51c9793874aad8982305b2b6b1922","2015.7新西兰12人","f6cfbc34972843baa12fc15389374404","2018-03-29 20:05:20","f6cfbc34972843baa12fc15389374404","2018-03-29 20:05:20",NULL,"0"
"9bdaace2d2a544b1a0c4ff8a316ad930","647e341990f94d37b2a9711d69fc3526","2017.2新西兰13人；2018.2新西兰7人	","f6cfbc34972843baa12fc15389374404","2018-03-29 17:28:15","f6cfbc34972843baa12fc15389374404","2018-03-29 17:28:15",NULL,"0"
"9eb0cd89a4c943f4b6ade36642196a41","894dee5706b94dacb283fd925d2e3d31","2017.2新西兰23人			
","f6cfbc34972843baa12fc15389374404","2018-03-29 17:05:56","f6cfbc34972843baa12fc15389374404","2018-03-29 17:05:56",NULL,"0"
"a0b752d332114610bcbe889cfb3e0418","3c2b958cbcf844c5afbd0e6c1e17a642","2015.7澳大利亚22人；2016.7英国28人；2017.7美国22人
","f6cfbc34972843baa12fc15389374404","2018-03-28 17:44:16","f6cfbc34972843baa12fc15389374404","2018-03-28 17:46:17",NULL,"1"
"a112b9c00ac54d0ab27e085aebfb3f23","b1100439b3fb429e9ff776829d1f34e7","2016.7新西兰32人","f6cfbc34972843baa12fc15389374404","2018-03-29 17:05:00","f6cfbc34972843baa12fc15389374404","2018-03-29 17:05:00",NULL,"0"
"a2912e8cd4eb4ddf9bd41050f0054197","6a4b8548568b42b7a9f3ff780677e393","2015.7新西兰14人	","f6cfbc34972843baa12fc15389374404","2018-03-29 18:34:34","f6cfbc34972843baa12fc15389374404","2018-03-29 18:34:34",NULL,"0"
"a2fcd1b2f14943a5b6ac5131416e5cc8","c482c48f12dc4bc6a9d268ec1512209f","2015.2新西兰13人；2016.2新西兰8人；2017.2新西兰17人；2018.2新西兰18人	","f6cfbc34972843baa12fc15389374404","2018-03-30 06:56:13","f6cfbc34972843baa12fc15389374404","2018-03-30 06:56:13",NULL,"0"
"a788335e5d07457dbfef693be4847f41","76ad90e9c5554bfab445ccf2081814b8","2015.7新西兰15人；2018.2新西兰16人			","f6cfbc34972843baa12fc15389374404","2018-03-29 20:27:47","f6cfbc34972843baa12fc15389374404","2018-03-29 20:27:47",NULL,"0"
"a7b836091370478588af6f53ca4908cd","6aa7e07c3ce64371a5674787d5fe017c","2017.2新西兰13人；2018.2新西兰7人				
","f6cfbc34972843baa12fc15389374404","2018-03-30 06:48:08","f6cfbc34972843baa12fc15389374404","2018-03-30 06:48:08",NULL,"0"
"a7dca16421754f86aa920307f29e225f","a5ab53c2e13a4fef918535c1b241e61d","2015.7新西兰4人","f6cfbc34972843baa12fc15389374404","2018-03-29 18:55:19","f6cfbc34972843baa12fc15389374404","2018-03-29 18:55:19",NULL,"0"
"a7de1a895bcf4e569ba730a4570fd9fb","8acbbdaab24a43f98b99dd1f8bb4bfda","2015.2新西兰7人；2017.2新西兰13人	","f6cfbc34972843baa12fc15389374404","2018-03-29 18:10:18","f6cfbc34972843baa12fc15389374404","2018-03-29 18:10:18",NULL,"0"
"a9d6f454a0424f6ab525024255633ab8","d03e797ab52444628b95effc7870199c","2014.7新西兰33人；2015.7国际班澳11人，普通班新43人；2016.7新西兰47人（普通班），国际班15人 ；2017.7新西兰普通班27人，国际班16人","f6cfbc34972843baa12fc15389374404","2018-03-29 17:44:18","f6cfbc34972843baa12fc15389374404","2018-03-29 17:44:18",NULL,"0"
"ae060dcde414454ab5e7025ca2d9c5fd","90868b1ccd634125955de7d7b12c485c","2015.7新西兰16人；2017.2新西兰20人","f6cfbc34972843baa12fc15389374404","2018-03-30 06:54:19","f6cfbc34972843baa12fc15389374404","2018-03-30 06:54:19",NULL,"0"
"b31e7c26e73144bf9cfa3443a5b61de7","31f771b034d248bab5c03a29e0db55c1","2016.7新西兰3人，美国3人；2017.7新西兰3人","f6cfbc34972843baa12fc15389374404","2018-03-29 18:28:13","f6cfbc34972843baa12fc15389374404","2018-03-29 18:28:13",NULL,"0"
